Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,50th Speed Percentile,75th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),286,14,15,18.966,0.734,16.88,0.32,6.000,10.000,14.000,17.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,3: Wednesday (W-W),0: All Day (12am-12am),1947,15,14,18.966,0.782,114.72,1.68,10.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,3: Wednesday (W-W),1: Early AM (12am-6am),11,N/A,N/A,N/A,N/A,0.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,3: Wednesday (W-W),2: Peak AM (6am-10am),139,14,15,18.966,0.743,8.21,0.15,8.000,10.000,14.000,16.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,3: Wednesday (W-W),3: Mid-Day (10am-3pm),397,15,14,18.966,0.775,23.38,0.36,10.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1083,15,14,18.966,0.796,63.79,0.86,10.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,3: Wednesday (W-W),5: Late PM (7pm-12am),318,15,15,18.966,0.769,18.73,0.30,9.000,12.000,15.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,4: Thursday (Th-Th),0: All Day (12am-12am),1932,14,15,18.966,0.764,113.83,1.85,9.000,11.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,4: Thursday (Th-Th),2: Peak AM (6am-10am),168,14,15,18.966,0.736,9.91,0.19,7.000,9.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),423,14,15,18.966,0.746,24.90,0.45,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),969,15,15,18.966,0.768,57.10,0.91,10.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,4: Thursday (Th-Th),5: Late PM (7pm-12am),368,15,14,18.966,0.791,21.68,0.30,8.000,11.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,5: Friday (F-F),0: All Day (12am-12am),2273,14,15,18.966,0.758,133.89,2.25,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,5: Friday (F-F),1: Early AM (12am-6am),19,14,15,18.966,0.733,1.11,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,5: Friday (F-F),2: Peak AM (6am-10am),107,14,15,18.966,0.733,6.32,0.12,5.000,5.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,5: Friday (F-F),3: Mid-Day (10am-3pm),593,14,15,18.966,0.760,34.93,0.58,9.000,11.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,5: Friday (F-F),4: Peak PM (3pm-7pm),1194,14,15,18.966,0.756,70.35,1.20,10.000,12.000,15.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,5: Friday (F-F),5: Late PM (7pm-12am),359,15,15,18.966,0.770,21.18,0.33,8.000,11.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,6: Saturday (Sa-Sa),0: All Day (12am-12am),843,14,15,18.966,0.738,49.66,0.93,9.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,6: Saturday (Sa-Sa),1: Early AM (12am-6am),57,14,15,18.966,0.725,3.36,0.07,9.000,11.000,14.000,15.000,17.000,22.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),33,15,14,18.966,0.809,1.92,0.02,7.000,13.000,13.000,14.000,14.000,22.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),296,14,15,18.966,0.735,17.45,0.33,9.000,11.000,14.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),330,14,15,18.966,0.735,19.46,0.37,9.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),127,14,15,18.966,0.738,7.48,0.14,8.000,11.000,14.000,15.000,16.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,7: Sunday (Su-Su),0: All Day (12am-12am),708,13,16,18.966,0.686,41.70,1.00,7.000,10.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,7: Sunday (Su-Su),1: Early AM (12am-6am),22,15,14,18.966,0.806,1.32,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,7: Sunday (Su-Su),2: Peak AM (6am-10am),18,13,16,18.966,0.696,1.08,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),301,13,17,18.966,0.674,17.74,0.45,7.000,9.000,13.000,16.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),291,13,16,18.966,0.685,17.14,0.42,8.000,10.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-08,7: Sunday (Su-Su),5: Late PM (7pm-12am),75,13,16,18.966,0.705,4.43,0.10,8.000,10.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,0: All Days (M-Su),0: All Day (12am-12am),2032,14,15,19.780,0.711,120.81,2.49,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,0: All Days (M-Su),1: Early AM (12am-6am),19,15,15,19.780,0.736,1.14,0.02,5.000,6.000,15.000,16.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,0: All Days (M-Su),2: Peak AM (6am-10am),426,16,14,19.780,0.786,25.31,0.35,9.000,12.000,16.000,18.000,19.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,0: All Days (M-Su),3: Mid-Day (10am-3pm),450,14,15,19.780,0.721,26.78,0.52,7.000,11.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,0: All Days (M-Su),4: Peak PM (3pm-7pm),863,14,16,19.780,0.685,51.29,1.19,8.000,11.000,14.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,0: All Days (M-Su),5: Late PM (7pm-12am),274,13,16,19.780,0.658,16.30,0.43,6.000,10.000,13.000,15.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,1: Monday (M-M),0: All Day (12am-12am),1471,15,15,19.780,0.739,87.50,1.56,8.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,1: Monday (M-M),1: Early AM (12am-6am),13,16,13,19.780,0.813,0.80,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,1: Monday (M-M),2: Peak AM (6am-10am),343,16,14,19.780,0.792,20.39,0.27,8.000,12.000,16.000,18.000,19.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,1: Monday (M-M),3: Mid-Day (10am-3pm),356,15,14,19.780,0.749,21.19,0.36,6.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,1: Monday (M-M),4: Peak PM (3pm-7pm),616,14,15,19.780,0.717,36.65,0.73,9.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,1: Monday (M-M),5: Late PM (7pm-12am),143,13,16,19.780,0.676,8.47,0.20,7.000,10.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,2: Tuesday (Tu-Tu),0: All Day (12am-12am),2730,14,15,19.780,0.726,162.34,3.09,8.000,11.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),12,16,13,19.780,0.818,0.72,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),725,16,13,19.780,0.803,43.09,0.54,9.000,13.000,16.000,18.000,19.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),522,14,15,19.780,0.716,31.06,0.62,6.000,11.000,14.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1158,14,16,19.780,0.697,68.86,1.51,9.000,11.000,14.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),313,13,16,19.780,0.671,18.61,0.46,4.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,3: Wednesday (W-W),0: All Day (12am-12am),2711,14,15,19.780,0.712,161.19,3.29,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,3: Wednesday (W-W),1: Early AM (12am-6am),17,16,14,19.780,0.801,1.00,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,3: Wednesday (W-W),2: Peak AM (6am-10am),713,15,14,19.780,0.775,42.37,0.62,8.000,13.000,16.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,3: Wednesday (W-W),3: Mid-Day (10am-3pm),462,15,15,19.780,0.734,27.49,0.50,8.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1233,13,16,19.780,0.681,73.30,1.74,9.000,11.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,3: Wednesday (W-W),5: Late PM (7pm-12am),286,13,17,19.780,0.652,17.04,0.46,7.000,10.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,4: Thursday (Th-Th),0: All Day (12am-12am),2766,14,15,19.780,0.701,164.49,3.55,9.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,4: Thursday (Th-Th),1: Early AM (12am-6am),19,15,14,19.780,0.767,1.15,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,4: Thursday (Th-Th),2: Peak AM (6am-10am),701,15,14,19.780,0.771,41.66,0.62,9.000,12.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),515,14,15,19.780,0.721,30.64,0.60,9.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1129,13,16,19.780,0.663,67.14,1.73,9.000,11.000,13.000,15.000,16.000,17.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,4: Thursday (Th-Th),5: Late PM (7pm-12am),402,13,17,19.780,0.654,23.91,0.64,7.000,10.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,5: Friday (F-F),0: All Day (12am-12am),2923,14,15,19.780,0.712,173.79,3.55,8.000,11.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,5: Friday (F-F),1: Early AM (12am-6am),10,N/A,N/A,N/A,N/A,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,5: Friday (F-F),2: Peak AM (6am-10am),534,16,14,19.780,0.799,31.78,0.40,9.000,13.000,16.000,18.000,19.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,5: Friday (F-F),3: Mid-Day (10am-3pm),561,14,15,19.780,0.728,33.36,0.63,8.000,10.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,5: Friday (F-F),4: Peak PM (3pm-7pm),1348,14,16,19.780,0.684,80.17,1.87,9.000,11.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,5: Friday (F-F),5: Late PM (7pm-12am),469,13,16,19.780,0.674,27.92,0.68,6.000,10.000,13.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,6: Saturday (Sa-Sa),0: All Day (12am-12am),1359,14,15,19.780,0.701,80.84,1.74,7.000,10.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,6: Saturday (Sa-Sa),1: Early AM (12am-6am),38,14,15,19.780,0.715,2.28,0.05,6.000,12.000,15.000,15.000,16.000,17.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),46,14,15,19.780,0.731,2.72,0.05,6.000,13.000,15.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),538,14,15,19.780,0.721,31.99,0.63,8.000,11.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),481,14,15,19.780,0.704,28.61,0.61,7.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),256,13,17,19.780,0.646,15.23,0.42,5.000,9.000,14.000,15.000,16.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,7: Sunday (Su-Su),0: All Day (12am-12am),727,13,16,19.780,0.660,43.26,1.13,5.000,9.000,13.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,7: Sunday (Su-Su),1: Early AM (12am-6am),25,14,16,19.780,0.683,1.48,0.03,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,7: Sunday (Su-Su),2: Peak AM (6am-10am),37,15,14,19.780,0.768,2.18,0.03,11.000,13.000,15.000,18.000,19.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),266,13,16,19.780,0.680,15.84,0.38,6.000,9.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),280,13,17,19.780,0.642,16.62,0.47,6.000,8.000,13.000,15.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-09,7: Sunday (Su-Su),5: Late PM (7pm-12am),120,12,18,19.780,0.618,7.14,0.22,6.000,8.000,13.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,0: All Days (M-Su),0: All Day (12am-12am),1492,15,15,18.718,0.776,87.92,1.36,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,0: All Days (M-Su),1: Early AM (12am-6am),18,14,15,18.718,0.735,1.03,0.02,4.000,6.000,15.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,0: All Days (M-Su),2: Peak AM (6am-10am),215,14,15,18.718,0.756,12.65,0.22,7.000,11.000,14.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,0: All Days (M-Su),3: Mid-Day (10am-3pm),308,15,15,18.718,0.779,18.17,0.28,9.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,0: All Days (M-Su),4: Peak PM (3pm-7pm),740,15,14,18.718,0.794,43.60,0.61,10.000,12.000,15.000,17.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,0: All Days (M-Su),5: Late PM (7pm-12am),212,14,15,18.718,0.733,12.47,0.24,7.000,10.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,1: Monday (M-M),0: All Day (12am-12am),1070,15,14,18.718,0.791,63.02,0.89,9.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,1: Monday (M-M),1: Early AM (12am-6am),15,13,16,18.718,0.697,0.88,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,1: Monday (M-M),2: Peak AM (6am-10am),212,14,15,18.718,0.756,12.48,0.22,8.000,11.000,14.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,1: Monday (M-M),3: Mid-Day (10am-3pm),223,15,14,18.718,0.809,13.11,0.17,10.000,12.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,1: Monday (M-M),4: Peak PM (3pm-7pm),533,15,14,18.718,0.809,31.39,0.40,10.000,13.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,1: Monday (M-M),5: Late PM (7pm-12am),88,14,15,18.718,0.735,5.17,0.10,9.000,12.000,14.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-09,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1982,15,14,18.718,0.801,116.75,1.55,10.000,12.000,15.000,17.000,18.000,19.000
