Data Periods,Mode of Travel,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Spot Traffic (StL Volume),Avg Spot Speed (mph),Free Flow Speed (mph),Free Flow Factor,5th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,0: All Days (M-Su),0: All Day (12am-12am),4631,32,34.507,0.931,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,0: All Days (M-Su),1: Early AM (12am-6am),270,33,34.507,0.961,20.000,39.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,0: All Days (M-Su),2: Peak AM (6am-10am),853,33,34.507,0.961,19.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,0: All Days (M-Su),3: Mid-Day (10am-3pm),1351,32,34.507,0.936,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,0: All Days (M-Su),4: Peak PM (3pm-7pm),1394,32,34.507,0.914,19.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,0: All Days (M-Su),5: Late PM (7pm-12am),763,31,34.507,0.911,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,1: Monday (M-M),0: All Day (12am-12am),4748,32,34.507,0.939,20.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,1: Monday (M-M),1: Early AM (12am-6am),280,34,34.507,0.986,23.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,1: Monday (M-M),2: Peak AM (6am-10am),1012,33,34.507,0.961,19.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,1: Monday (M-M),3: Mid-Day (10am-3pm),1451,33,34.507,0.945,20.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,1: Monday (M-M),4: Peak PM (3pm-7pm),1363,32,34.507,0.922,20.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,1: Monday (M-M),5: Late PM (7pm-12am),642,31,34.507,0.906,19.000,37.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5514,32,34.507,0.931,18.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),243,33,34.507,0.970,18.000,40.000,45.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1134,33,34.507,0.964,18.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1604,32,34.507,0.929,17.000,39.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1707,32,34.507,0.915,19.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),825,31,34.507,0.911,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,3: Wednesday (W-W),0: All Day (12am-12am),5255,32,34.507,0.929,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,3: Wednesday (W-W),1: Early AM (12am-6am),302,34,34.507,0.972,21.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,3: Wednesday (W-W),2: Peak AM (6am-10am),1096,33,34.507,0.953,19.000,39.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1393,32,34.507,0.919,18.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1610,32,34.507,0.917,19.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,3: Wednesday (W-W),5: Late PM (7pm-12am),855,32,34.507,0.919,21.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,4: Thursday (Th-Th),0: All Day (12am-12am),5688,32,34.507,0.930,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,4: Thursday (Th-Th),1: Early AM (12am-6am),370,33,34.507,0.955,20.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,4: Thursday (Th-Th),2: Peak AM (6am-10am),1146,33,34.507,0.959,19.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1452,32,34.507,0.936,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1765,31,34.507,0.908,19.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,4: Thursday (Th-Th),5: Late PM (7pm-12am),954,32,34.507,0.918,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,5: Friday (F-F),0: All Day (12am-12am),5819,32,34.507,0.930,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,5: Friday (F-F),1: Early AM (12am-6am),323,33,34.507,0.952,18.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,5: Friday (F-F),2: Peak AM (6am-10am),1096,33,34.507,0.964,18.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,5: Friday (F-F),3: Mid-Day (10am-3pm),1617,32,34.507,0.940,20.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,5: Friday (F-F),4: Peak PM (3pm-7pm),1807,31,34.507,0.912,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,5: Friday (F-F),5: Late PM (7pm-12am),977,31,34.507,0.903,20.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,6: Saturday (Sa-Sa),0: All Day (12am-12am),3278,32,34.507,0.929,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,6: Saturday (Sa-Sa),1: Early AM (12am-6am),205,33,34.507,0.956,19.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),403,33,34.507,0.963,20.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1083,32,34.507,0.939,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),962,31,34.507,0.907,18.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),625,32,34.507,0.917,19.000,37.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,7: Sunday (Su-Su),0: All Day (12am-12am),2864,32,34.507,0.930,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,7: Sunday (Su-Su),1: Early AM (12am-6am),199,33,34.507,0.945,20.000,39.000,47.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,7: Sunday (Su-Su),2: Peak AM (6am-10am),293,33,34.507,0.971,20.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),991,32,34.507,0.938,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),804,32,34.507,0.920,18.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-01,7: Sunday (Su-Su),5: Late PM (7pm-12am),577,31,34.507,0.904,18.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,0: All Days (M-Su),0: All Day (12am-12am),5067,32,35.459,0.906,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,0: All Days (M-Su),1: Early AM (12am-6am),295,33,35.459,0.925,19.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,0: All Days (M-Su),2: Peak AM (6am-10am),999,33,35.459,0.940,19.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,0: All Days (M-Su),3: Mid-Day (10am-3pm),1421,32,35.459,0.911,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,0: All Days (M-Su),4: Peak PM (3pm-7pm),1504,32,35.459,0.891,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,0: All Days (M-Su),5: Late PM (7pm-12am),849,31,35.459,0.878,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,1: Monday (M-M),0: All Day (12am-12am),5034,32,35.459,0.914,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,1: Monday (M-M),1: Early AM (12am-6am),361,33,35.459,0.930,16.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,1: Monday (M-M),2: Peak AM (6am-10am),1073,34,35.459,0.950,18.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,1: Monday (M-M),3: Mid-Day (10am-3pm),1527,33,35.459,0.919,20.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,1: Monday (M-M),4: Peak PM (3pm-7pm),1437,32,35.459,0.896,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,1: Monday (M-M),5: Late PM (7pm-12am),636,31,35.459,0.871,19.000,36.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5518,32,35.459,0.905,19.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),290,33,35.459,0.941,18.000,42.000,47.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1191,33,35.459,0.935,20.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1522,32,35.459,0.904,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1732,32,35.459,0.894,19.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),782,31,35.459,0.875,20.000,38.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,3: Wednesday (W-W),0: All Day (12am-12am),5569,32,35.459,0.912,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,3: Wednesday (W-W),1: Early AM (12am-6am),284,34,35.459,0.962,22.000,41.000,46.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,3: Wednesday (W-W),2: Peak AM (6am-10am),1309,34,35.459,0.945,20.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1393,32,35.459,0.909,17.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1649,32,35.459,0.896,18.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,3: Wednesday (W-W),5: Late PM (7pm-12am),935,31,35.459,0.883,20.000,37.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,4: Thursday (Th-Th),0: All Day (12am-12am),5769,32,35.459,0.903,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,4: Thursday (Th-Th),1: Early AM (12am-6am),323,34,35.459,0.954,20.000,41.000,45.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,4: Thursday (Th-Th),2: Peak AM (6am-10am),1334,33,35.459,0.943,19.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1427,32,35.459,0.908,18.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1752,31,35.459,0.877,19.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,4: Thursday (Th-Th),5: Late PM (7pm-12am),933,31,35.459,0.870,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,5: Friday (F-F),0: All Day (12am-12am),6427,32,35.459,0.906,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,5: Friday (F-F),1: Early AM (12am-6am),312,33,35.459,0.923,19.000,39.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,5: Friday (F-F),2: Peak AM (6am-10am),1242,33,35.459,0.945,19.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,5: Friday (F-F),3: Mid-Day (10am-3pm),1617,32,35.459,0.901,17.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,5: Friday (F-F),4: Peak PM (3pm-7pm),1972,32,35.459,0.895,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,5: Friday (F-F),5: Late PM (7pm-12am),1284,31,35.459,0.885,20.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,6: Saturday (Sa-Sa),0: All Day (12am-12am),3902,32,35.459,0.899,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,6: Saturday (Sa-Sa),1: Early AM (12am-6am),241,31,35.459,0.882,15.000,38.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),486,33,35.459,0.923,18.000,40.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1294,32,35.459,0.916,21.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1190,32,35.459,0.890,19.000,37.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),691,31,35.459,0.870,19.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,7: Sunday (Su-Su),0: All Day (12am-12am),3251,32,35.459,0.904,18.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,7: Sunday (Su-Su),1: Early AM (12am-6am),251,32,35.459,0.898,17.000,39.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,7: Sunday (Su-Su),2: Peak AM (6am-10am),361,33,35.459,0.926,19.000,40.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1163,32,35.459,0.916,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),798,32,35.459,0.892,18.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-02,7: Sunday (Su-Su),5: Late PM (7pm-12am),678,31,35.459,0.888,18.000,37.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,0: All Days (M-Su),0: All Day (12am-12am),5186,32,34.588,0.927,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,0: All Days (M-Su),1: Early AM (12am-6am),284,33,34.588,0.947,20.000,39.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,0: All Days (M-Su),2: Peak AM (6am-10am),1031,33,34.588,0.955,19.000,39.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,0: All Days (M-Su),3: Mid-Day (10am-3pm),1387,32,34.588,0.934,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,0: All Days (M-Su),4: Peak PM (3pm-7pm),1566,32,34.588,0.923,19.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,0: All Days (M-Su),5: Late PM (7pm-12am),917,31,34.588,0.890,19.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,1: Monday (M-M),0: All Day (12am-12am),5083,32,34.588,0.921,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,1: Monday (M-M),1: Early AM (12am-6am),322,33,34.588,0.961,18.000,40.000,45.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,1: Monday (M-M),2: Peak AM (6am-10am),1088,32,34.588,0.937,17.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,1: Monday (M-M),3: Mid-Day (10am-3pm),1329,32,34.588,0.927,18.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,1: Monday (M-M),4: Peak PM (3pm-7pm),1572,32,34.588,0.921,19.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,1: Monday (M-M),5: Late PM (7pm-12am),773,30,34.588,0.874,19.000,36.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5715,32,34.588,0.932,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),245,34,34.588,0.982,18.000,40.000,46.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1273,33,34.588,0.950,18.000,39.000,43.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1424,32,34.588,0.932,18.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1801,32,34.588,0.930,19.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),972,31,34.588,0.900,21.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,3: Wednesday (W-W),0: All Day (12am-12am),5639,32,34.588,0.931,19.000,38.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,3: Wednesday (W-W),1: Early AM (12am-6am),283,32,34.588,0.938,20.000,39.000,46.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,3: Wednesday (W-W),2: Peak AM (6am-10am),1292,33,34.588,0.968,21.000,39.000,44.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1385,32,34.588,0.935,19.000,39.000,42.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1742,32,34.588,0.920,17.000,38.000,41.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,3: Wednesday (W-W),5: Late PM (7pm-12am),937,31,34.588,0.890,18.000,37.000,40.000
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2022-03,4: Thursday (Th-Th),0: All Day (12am-12am),5331,32,34.588,0.935,19.000,39.000,42.000
