Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume)
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,1: Monday (M-M),5: Late PM (7pm-12am),838,23,46,25.900,0.904,252.74,1.04
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5297,23,47,25.900,0.897,1596.86,7.11
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),277,25,44,25.900,0.960,83.60,0.13
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1116,23,47,25.900,0.892,336.61,1.58
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1325,23,47,25.900,0.892,399.48,1.86
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1599,23,47,25.900,0.888,482.22,2.35
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),978,23,46,25.900,0.905,294.96,1.20
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,3: Wednesday (W-W),0: All Day (12am-12am),5334,23,47,25.900,0.898,1608.15,7.01
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,3: Wednesday (W-W),1: Early AM (12am-6am),359,25,44,25.900,0.963,108.20,0.16
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,3: Wednesday (W-W),2: Peak AM (6am-10am),1231,23,46,25.900,0.901,371.18,1.57
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1216,23,47,25.900,0.900,366.63,1.57
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1589,23,48,25.900,0.882,478.95,2.48
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,3: Wednesday (W-W),5: Late PM (7pm-12am),939,23,47,25.900,0.896,283.19,1.26
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,4: Thursday (Th-Th),0: All Day (12am-12am),5447,23,47,25.900,0.899,1642.24,7.15
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,4: Thursday (Th-Th),1: Early AM (12am-6am),310,25,43,25.900,0.979,93.38,0.08
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,4: Thursday (Th-Th),2: Peak AM (6am-10am),1167,23,47,25.900,0.897,351.79,1.57
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1264,23,46,25.900,0.904,381.06,1.56
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1640,23,47,25.900,0.883,494.34,2.54
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,4: Thursday (Th-Th),5: Late PM (7pm-12am),1067,23,47,25.900,0.896,321.67,1.45
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,5: Friday (F-F),0: All Day (12am-12am),5886,23,47,25.900,0.892,1774.63,8.28
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,5: Friday (F-F),1: Early AM (12am-6am),336,24,44,25.900,0.943,101.28,0.24
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,5: Friday (F-F),2: Peak AM (6am-10am),1098,23,47,25.900,0.895,330.97,1.51
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,5: Friday (F-F),3: Mid-Day (10am-3pm),1409,23,47,25.900,0.891,424.82,2.01
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,5: Friday (F-F),4: Peak PM (3pm-7pm),1834,23,48,25.900,0.873,552.80,3.11
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,5: Friday (F-F),5: Late PM (7pm-12am),1210,23,46,25.900,0.907,364.75,1.44
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,6: Saturday (Sa-Sa),0: All Day (12am-12am),4673,23,47,25.900,0.897,1408.99,6.24
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,6: Saturday (Sa-Sa),1: Early AM (12am-6am),269,24,45,25.900,0.941,81.12,0.20
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),592,24,46,25.900,0.913,178.46,0.66
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1403,23,47,25.900,0.891,422.98,2.00
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1345,23,47,25.900,0.889,405.52,1.96
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),1064,23,47,25.900,0.896,320.90,1.43
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,7: Sunday (Su-Su),0: All Day (12am-12am),3979,24,46,25.900,0.912,1199.55,4.47
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,7: Sunday (Su-Su),1: Early AM (12am-6am),370,25,43,25.900,0.964,111.46,0.16
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,7: Sunday (Su-Su),2: Peak AM (6am-10am),437,24,45,25.900,0.922,131.73,0.43
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1355,23,47,25.900,0.899,408.65,1.78
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),1055,23,46,25.900,0.905,317.95,1.29
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-03,7: Sunday (Su-Su),5: Late PM (7pm-12am),762,24,46,25.900,0.914,229.77,0.83
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,0: All Days (M-Su),0: All Day (12am-12am),5118,23,47,27.090,0.861,1542.88,9.17
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,0: All Days (M-Su),1: Early AM (12am-6am),336,25,44,27.090,0.920,101.34,0.33
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,0: All Days (M-Su),2: Peak AM (6am-10am),1000,23,46,27.090,0.862,301.49,1.78
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,0: All Days (M-Su),3: Mid-Day (10am-3pm),1306,23,47,27.090,0.855,393.71,2.46
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,0: All Days (M-Su),4: Peak PM (3pm-7pm),1494,23,47,27.090,0.851,450.36,2.91
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,0: All Days (M-Su),5: Late PM (7pm-12am),982,23,46,27.090,0.864,295.97,1.73
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,1: Monday (M-M),0: All Day (12am-12am),5257,23,46,27.090,0.864,1584.83,9.24
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,1: Monday (M-M),1: Early AM (12am-6am),363,25,43,27.090,0.925,109.48,0.33
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,1: Monday (M-M),2: Peak AM (6am-10am),1107,23,47,27.090,0.860,333.86,2.00
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,1: Monday (M-M),3: Mid-Day (10am-3pm),1275,23,47,27.090,0.858,384.52,2.35
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,1: Monday (M-M),4: Peak PM (3pm-7pm),1583,23,47,27.090,0.852,477.40,3.07
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,1: Monday (M-M),5: Late PM (7pm-12am),927,24,46,27.090,0.871,279.58,1.52
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,2: Tuesday (Tu-Tu),0: All Day (12am-12am),4970,23,47,27.090,0.858,1498.52,9.16
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),295,25,44,27.090,0.911,88.87,0.32
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1245,23,47,27.090,0.856,375.41,2.34
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1271,23,47,27.090,0.853,383.05,2.44
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1375,23,47,27.090,0.848,414.48,2.74
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),785,24,46,27.090,0.868,236.71,1.33
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,3: Wednesday (W-W),0: All Day (12am-12am),5306,23,47,27.090,0.861,1599.66,9.53
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,3: Wednesday (W-W),1: Early AM (12am-6am),300,26,42,27.090,0.947,90.37,0.18
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,3: Wednesday (W-W),2: Peak AM (6am-10am),1179,23,46,27.090,0.865,355.47,2.06
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1208,23,47,27.090,0.851,364.06,2.35
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1657,23,47,27.090,0.851,499.55,3.22
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,3: Wednesday (W-W),5: Late PM (7pm-12am),963,23,47,27.090,0.859,290.21,1.76
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,4: Thursday (Th-Th),0: All Day (12am-12am),5463,23,47,27.090,0.858,1647.08,10.05
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,4: Thursday (Th-Th),1: Early AM (12am-6am),344,25,44,27.090,0.910,103.81,0.38
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,4: Thursday (Th-Th),2: Peak AM (6am-10am),1199,23,47,27.090,0.849,361.48,2.38
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1311,23,46,27.090,0.863,395.23,2.32
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1656,23,47,27.090,0.849,499.41,3.27
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,4: Thursday (Th-Th),5: Late PM (7pm-12am),952,23,47,27.090,0.860,287.15,1.72
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,5: Friday (F-F),0: All Day (12am-12am),5797,23,47,27.090,0.857,1747.72,10.75
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,5: Friday (F-F),1: Early AM (12am-6am),323,25,43,27.090,0.925,97.46,0.29
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,5: Friday (F-F),2: Peak AM (6am-10am),1142,23,46,27.090,0.863,344.42,2.02
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,5: Friday (F-F),3: Mid-Day (10am-3pm),1309,23,47,27.090,0.853,394.62,2.51
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,5: Friday (F-F),4: Peak PM (3pm-7pm),1775,23,47,27.090,0.845,535.17,3.62
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,5: Friday (F-F),5: Late PM (7pm-12am),1247,23,47,27.090,0.856,376.06,2.33
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,6: Saturday (Sa-Sa),0: All Day (12am-12am),4896,23,46,27.090,0.862,1476.23,8.75
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,6: Saturday (Sa-Sa),1: Early AM (12am-6am),337,25,43,27.090,0.924,101.58,0.31
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),613,24,45,27.090,0.882,184.91,0.91
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1435,23,47,27.090,0.853,432.72,2.74
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1317,23,47,27.090,0.848,397.21,2.62
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),1193,23,47,27.090,0.858,359.81,2.20
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,7: Sunday (Su-Su),0: All Day (12am-12am),4135,24,46,27.090,0.872,1246.71,6.78
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,7: Sunday (Su-Su),1: Early AM (12am-6am),394,24,44,27.090,0.904,118.87,0.47
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,7: Sunday (Su-Su),2: Peak AM (6am-10am),426,24,45,27.090,0.888,128.34,0.60
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1349,23,47,27.090,0.857,406.74,2.51
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),1100,24,46,27.090,0.869,331.54,1.84
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-04,7: Sunday (Su-Su),5: Late PM (7pm-12am),866,24,46,27.090,0.875,261.22,1.38
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,0: All Days (M-Su),0: All Day (12am-12am),5124,23,46,25.963,0.899,1544.91,6.65
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,0: All Days (M-Su),1: Early AM (12am-6am),357,25,43,25.963,0.963,107.76,0.16
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,0: All Days (M-Su),2: Peak AM (6am-10am),1001,23,47,25.963,0.894,301.74,1.37
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,0: All Days (M-Su),3: Mid-Day (10am-3pm),1336,23,47,25.963,0.893,402.81,1.86
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,0: All Days (M-Su),4: Peak PM (3pm-7pm),1462,23,47,25.963,0.891,440.70,2.08
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,0: All Days (M-Su),5: Late PM (7pm-12am),968,23,46,25.963,0.903,291.90,1.21
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,1: Monday (M-M),0: All Day (12am-12am),4957,23,46,25.963,0.903,1494.50,6.22
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,1: Monday (M-M),1: Early AM (12am-6am),454,25,43,25.963,0.967,136.74,0.18
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,1: Monday (M-M),2: Peak AM (6am-10am),959,23,47,25.963,0.898,289.27,1.27
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,1: Monday (M-M),3: Mid-Day (10am-3pm),1224,23,47,25.963,0.893,369.03,1.70
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,1: Monday (M-M),4: Peak PM (3pm-7pm),1423,23,47,25.963,0.891,429.14,2.03
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,1: Monday (M-M),5: Late PM (7pm-12am),897,24,46,25.963,0.907,270.32,1.07
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5208,23,47,25.963,0.897,1570.30,6.91
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),301,25,43,25.963,0.967,90.60,0.12
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1181,23,47,25.963,0.887,355.97,1.75
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1278,23,47,25.963,0.893,385.21,1.78
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1523,23,47,25.963,0.889,459.30,2.21
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),926,24,46,25.963,0.909,279.22,1.07
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,3: Wednesday (W-W),0: All Day (12am-12am),5278,23,47,25.963,0.890,1591.22,7.58
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,3: Wednesday (W-W),1: Early AM (12am-6am),297,25,44,25.963,0.958,89.49,0.15
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,3: Wednesday (W-W),2: Peak AM (6am-10am),1260,23,48,25.963,0.880,379.81,1.99
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1209,23,47,25.963,0.892,364.37,1.70
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1577,23,47,25.963,0.884,475.35,2.40
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,3: Wednesday (W-W),5: Late PM (7pm-12am),936,23,47,25.963,0.889,282.20,1.36
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2024-05,4: Thursday (Th-Th),0: All Day (12am-12am),5498,23,46,25.963,0.901,1657.52,7.00
