Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,50th Speed Percentile,75th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-08,7: Sunday (Su-Su),1: Early AM (12am-6am),24,16,14,17.845,0.887,1.44,0.01,9.000,11.000,15.000,18.000,18.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-08,7: Sunday (Su-Su),2: Peak AM (6am-10am),37,15,14,17.845,0.861,2.22,0.02,11.000,12.000,15.000,18.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-08,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),399,14,16,17.845,0.768,23.75,0.40,8.000,10.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-08,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),391,13,16,17.845,0.737,23.27,0.47,8.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-08,7: Sunday (Su-Su),5: Late PM (7pm-12am),134,14,15,17.845,0.796,8.00,0.11,6.000,10.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,0: All Days (M-Su),0: All Day (12am-12am),1123,16,13,21.379,0.744,66.16,1.07,10.000,12.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,0: All Days (M-Su),1: Early AM (12am-6am),19,17,12,21.379,0.813,1.09,0.01,12.000,14.000,17.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,0: All Days (M-Su),2: Peak AM (6am-10am),153,17,13,21.379,0.772,8.99,0.12,11.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,0: All Days (M-Su),3: Mid-Day (10am-3pm),379,16,13,21.379,0.744,22.31,0.36,9.000,12.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,0: All Days (M-Su),4: Peak PM (3pm-7pm),389,16,14,21.379,0.732,22.92,0.39,9.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,0: All Days (M-Su),5: Late PM (7pm-12am),184,16,13,21.379,0.739,10.85,0.18,9.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,1: Monday (M-M),0: All Day (12am-12am),959,16,13,21.379,0.759,56.50,0.84,10.000,12.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,1: Monday (M-M),1: Early AM (12am-6am),11,18,12,21.379,0.832,0.64,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,1: Monday (M-M),2: Peak AM (6am-10am),185,16,13,21.379,0.758,10.91,0.16,11.000,13.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,1: Monday (M-M),3: Mid-Day (10am-3pm),279,16,13,21.379,0.750,16.43,0.26,9.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,1: Monday (M-M),4: Peak PM (3pm-7pm),333,17,13,21.379,0.773,19.59,0.27,11.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,1: Monday (M-M),5: Late PM (7pm-12am),152,16,13,21.379,0.740,8.93,0.15,5.000,12.000,16.000,18.000,19.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1074,16,13,21.379,0.769,63.26,0.89,10.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),13,17,13,21.379,0.782,0.74,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),211,17,13,21.379,0.783,12.44,0.16,11.000,13.000,17.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),350,16,13,21.379,0.770,20.63,0.29,9.000,13.000,17.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),343,17,13,21.379,0.775,20.18,0.27,10.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),157,16,13,21.379,0.736,9.28,0.16,9.000,12.000,15.000,18.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,3: Wednesday (W-W),0: All Day (12am-12am),1145,16,13,21.379,0.737,67.46,1.13,9.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,3: Wednesday (W-W),1: Early AM (12am-6am),13,17,13,21.379,0.784,0.79,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,3: Wednesday (W-W),2: Peak AM (6am-10am),216,17,13,21.379,0.777,12.73,0.17,11.000,13.000,17.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,3: Wednesday (W-W),3: Mid-Day (10am-3pm),332,16,13,21.379,0.756,19.54,0.29,9.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,3: Wednesday (W-W),4: Peak PM (3pm-7pm),415,15,14,21.379,0.708,24.48,0.47,8.000,11.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,3: Wednesday (W-W),5: Late PM (7pm-12am),168,15,14,21.379,0.715,9.92,0.18,8.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,4: Thursday (Th-Th),0: All Day (12am-12am),1125,16,13,21.379,0.736,66.31,1.11,10.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,4: Thursday (Th-Th),1: Early AM (12am-6am),14,18,12,21.379,0.822,0.80,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,4: Thursday (Th-Th),2: Peak AM (6am-10am),182,16,13,21.379,0.771,10.73,0.15,11.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),330,16,13,21.379,0.754,19.43,0.30,10.000,13.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),394,15,14,21.379,0.720,23.19,0.42,9.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,4: Thursday (Th-Th),5: Late PM (7pm-12am),206,15,14,21.379,0.703,12.15,0.24,6.000,11.000,14.000,17.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,5: Friday (F-F),0: All Day (12am-12am),1301,16,13,21.379,0.738,76.67,1.28,10.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,5: Friday (F-F),1: Early AM (12am-6am),27,19,11,21.379,0.881,1.60,0.01,14.000,16.000,19.000,20.000,21.000,57.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,5: Friday (F-F),2: Peak AM (6am-10am),136,16,13,21.379,0.746,8.02,0.13,11.000,13.000,16.000,18.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,5: Friday (F-F),3: Mid-Day (10am-3pm),377,16,13,21.379,0.738,22.21,0.37,9.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,5: Friday (F-F),4: Peak PM (3pm-7pm),476,15,14,21.379,0.720,28.07,0.51,9.000,12.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,5: Friday (F-F),5: Late PM (7pm-12am),285,16,13,21.379,0.749,16.78,0.26,10.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,6: Saturday (Sa-Sa),0: All Day (12am-12am),1380,16,14,21.379,0.731,81.33,1.40,9.000,12.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,6: Saturday (Sa-Sa),1: Early AM (12am-6am),31,16,14,21.379,0.732,1.80,0.03,11.000,11.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),63,17,13,21.379,0.781,3.72,0.05,11.000,13.000,17.000,20.000,21.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),643,15,14,21.379,0.718,37.87,0.70,9.000,12.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),416,16,14,21.379,0.730,24.48,0.42,10.000,12.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),228,16,13,21.379,0.758,13.45,0.20,10.000,13.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,7: Sunday (Su-Su),0: All Day (12am-12am),924,16,14,21.379,0.734,54.42,0.92,9.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,7: Sunday (Su-Su),1: Early AM (12am-6am),26,18,12,21.379,0.859,1.55,0.01,14.000,14.000,18.000,21.000,23.000,26.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,7: Sunday (Su-Su),2: Peak AM (6am-10am),36,18,12,21.379,0.838,2.11,0.02,14.000,14.000,18.000,19.000,20.000,25.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),384,16,14,21.379,0.734,22.63,0.38,10.000,12.000,15.000,18.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),366,15,14,21.379,0.697,21.57,0.44,8.000,11.000,14.000,17.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-08,7: Sunday (Su-Su),5: Late PM (7pm-12am),112,17,13,21.379,0.791,6.57,0.08,10.000,13.000,17.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,0: All Days (M-Su),0: All Day (12am-12am),1282,14,15,17.375,0.796,76.26,1.12,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,0: All Days (M-Su),1: Early AM (12am-6am),21,15,14,17.375,0.860,1.22,0.01,8.000,11.000,14.000,17.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,0: All Days (M-Su),2: Peak AM (6am-10am),211,14,15,17.375,0.818,12.57,0.16,10.000,11.000,14.000,15.000,18.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,0: All Days (M-Su),3: Mid-Day (10am-3pm),350,14,15,17.375,0.803,20.80,0.29,8.000,11.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,0: All Days (M-Su),4: Peak PM (3pm-7pm),499,14,16,17.375,0.780,29.68,0.48,9.000,11.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,0: All Days (M-Su),5: Late PM (7pm-12am),202,14,16,17.375,0.794,11.99,0.18,8.000,11.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,1: Monday (M-M),0: All Day (12am-12am),951,14,15,17.375,0.812,56.57,0.75,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,1: Monday (M-M),1: Early AM (12am-6am),16,16,13,17.375,0.918,0.96,0.00,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,1: Monday (M-M),2: Peak AM (6am-10am),162,14,15,17.375,0.824,9.66,0.12,9.000,11.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,1: Monday (M-M),3: Mid-Day (10am-3pm),244,14,15,17.375,0.818,14.52,0.19,8.000,11.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,1: Monday (M-M),4: Peak PM (3pm-7pm),353,14,16,17.375,0.793,21.00,0.32,9.000,11.000,14.000,15.000,17.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,1: Monday (M-M),5: Late PM (7pm-12am),176,14,15,17.375,0.820,10.44,0.13,8.000,10.000,14.000,15.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1380,14,15,17.375,0.810,82.07,1.11,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),14,15,14,17.375,0.889,0.84,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),340,15,15,17.375,0.844,20.22,0.22,10.000,11.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),356,14,15,17.375,0.805,21.18,0.29,8.000,11.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),515,14,15,17.375,0.795,30.60,0.45,9.000,11.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),155,14,16,17.375,0.791,9.24,0.14,9.000,11.000,14.000,15.000,17.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,3: Wednesday (W-W),0: All Day (12am-12am),1406,14,16,17.375,0.793,83.63,1.26,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,3: Wednesday (W-W),1: Early AM (12am-6am),24,14,15,17.375,0.799,1.44,0.02,7.000,10.000,14.000,15.000,18.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,3: Wednesday (W-W),2: Peak AM (6am-10am),301,14,15,17.375,0.821,17.88,0.22,10.000,11.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,3: Wednesday (W-W),3: Mid-Day (10am-3pm),315,14,15,17.375,0.816,18.72,0.24,8.000,11.000,14.000,15.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,3: Wednesday (W-W),4: Peak PM (3pm-7pm),578,13,16,17.375,0.770,34.38,0.59,8.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,3: Wednesday (W-W),5: Late PM (7pm-12am),189,14,16,17.375,0.778,11.22,0.18,9.000,10.000,14.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,4: Thursday (Th-Th),0: All Day (12am-12am),1531,14,16,17.375,0.781,91.04,1.47,8.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,4: Thursday (Th-Th),1: Early AM (12am-6am),14,13,17,17.375,0.745,0.82,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,4: Thursday (Th-Th),2: Peak AM (6am-10am),311,14,15,17.375,0.810,18.48,0.25,9.000,11.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),344,14,15,17.375,0.806,20.45,0.28,9.000,11.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),641,13,16,17.375,0.754,38.11,0.72,8.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,4: Thursday (Th-Th),5: Late PM (7pm-12am),222,14,16,17.375,0.779,13.20,0.22,7.000,10.000,13.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,5: Friday (F-F),0: All Day (12am-12am),1458,14,16,17.375,0.790,86.68,1.33,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,5: Friday (F-F),1: Early AM (12am-6am),19,15,14,17.375,0.880,1.15,0.01,10.000,11.000,14.000,20.000,20.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,5: Friday (F-F),2: Peak AM (6am-10am),224,14,16,17.375,0.794,13.34,0.20,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,5: Friday (F-F),3: Mid-Day (10am-3pm),416,14,16,17.375,0.791,24.76,0.38,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,5: Friday (F-F),4: Peak PM (3pm-7pm),579,14,16,17.375,0.787,34.41,0.54,9.000,11.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,5: Friday (F-F),5: Late PM (7pm-12am),219,14,16,17.375,0.782,13.01,0.21,8.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,6: Saturday (Sa-Sa),0: All Day (12am-12am),1217,14,15,17.375,0.799,72.35,1.05,9.000,11.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-09,6: Saturday (Sa-Sa),1: Early AM (12am-6am),21,15,14,17.375,0.876,1.26,0.01,N/A,N/A,N/A,N/A,N/A,N/A
