Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,50th Speed Percentile,75th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),192,13,16,24.031,0.553,11.40,0.38,8.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,7: Sunday (Su-Su),0: All Day (12am-12am),1009,14,16,24.031,0.566,59.98,1.91,8.000,11.000,13.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,7: Sunday (Su-Su),1: Early AM (12am-6am),26,18,12,24.031,0.748,1.52,0.02,11.000,12.000,15.000,21.000,24.000,48.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,7: Sunday (Su-Su),2: Peak AM (6am-10am),37,14,15,24.031,0.583,2.18,0.06,11.000,12.000,14.000,15.000,15.000,18.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),382,13,16,24.031,0.551,22.70,0.77,9.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),419,13,16,24.031,0.561,24.94,0.81,8.000,10.000,13.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2022-12,7: Sunday (Su-Su),5: Late PM (7pm-12am),145,14,15,24.031,0.584,8.64,0.26,7.000,11.000,14.000,15.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,0: All Days (M-Su),0: All Day (12am-12am),1343,16,13,22.630,0.707,79.12,1.45,10.000,12.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,0: All Days (M-Su),1: Early AM (12am-6am),15,17,12,22.630,0.771,0.86,0.01,11.000,13.000,18.000,20.000,22.000,27.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,0: All Days (M-Su),2: Peak AM (6am-10am),142,16,13,22.630,0.715,8.37,0.15,10.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,0: All Days (M-Su),3: Mid-Day (10am-3pm),404,16,13,22.630,0.710,23.80,0.43,10.000,12.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,0: All Days (M-Su),4: Peak PM (3pm-7pm),603,16,13,22.630,0.697,35.55,0.68,10.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,0: All Days (M-Su),5: Late PM (7pm-12am),179,16,13,22.630,0.721,10.55,0.18,10.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,1: Monday (M-M),0: All Day (12am-12am),1033,16,13,22.630,0.700,60.89,1.15,10.000,12.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,1: Monday (M-M),1: Early AM (12am-6am),7,13,16,22.630,0.585,0.41,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,1: Monday (M-M),2: Peak AM (6am-10am),151,16,13,22.630,0.721,8.87,0.15,9.000,13.000,16.000,19.000,21.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,1: Monday (M-M),3: Mid-Day (10am-3pm),314,16,14,22.630,0.692,18.50,0.36,10.000,12.000,15.000,18.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,1: Monday (M-M),4: Peak PM (3pm-7pm),448,16,14,22.630,0.693,26.38,0.52,10.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,1: Monday (M-M),5: Late PM (7pm-12am),114,17,13,22.630,0.730,6.73,0.11,10.000,13.000,16.000,19.000,21.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1648,16,13,22.630,0.725,97.07,1.63,11.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),12,17,12,22.630,0.763,0.70,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),199,17,13,22.630,0.729,11.71,0.19,11.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),417,16,13,22.630,0.719,24.59,0.43,11.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),785,16,13,22.630,0.719,46.27,0.80,11.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),234,17,12,22.630,0.750,13.80,0.20,11.000,13.000,16.000,19.000,21.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,3: Wednesday (W-W),0: All Day (12am-12am),1521,16,13,22.630,0.700,89.59,1.70,9.000,12.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,3: Wednesday (W-W),1: Early AM (12am-6am),10,17,12,22.630,0.772,0.58,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,3: Wednesday (W-W),2: Peak AM (6am-10am),187,16,13,22.630,0.720,11.02,0.19,9.000,13.000,17.000,19.000,20.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,3: Wednesday (W-W),3: Mid-Day (10am-3pm),380,16,13,22.630,0.707,22.38,0.41,8.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,3: Wednesday (W-W),4: Peak PM (3pm-7pm),768,16,14,22.630,0.691,45.23,0.89,10.000,12.000,15.000,18.000,19.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,3: Wednesday (W-W),5: Late PM (7pm-12am),176,16,13,22.630,0.701,10.38,0.20,9.000,12.000,15.000,18.000,19.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,4: Thursday (Th-Th),0: All Day (12am-12am),1550,16,13,22.630,0.700,91.30,1.73,10.000,12.000,15.000,18.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,4: Thursday (Th-Th),2: Peak AM (6am-10am),198,16,13,22.630,0.713,11.69,0.21,10.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),399,16,13,22.630,0.706,23.52,0.43,8.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),741,16,14,22.630,0.687,43.65,0.88,10.000,12.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,4: Thursday (Th-Th),5: Late PM (7pm-12am),204,16,13,22.630,0.716,12.02,0.21,10.000,13.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,5: Friday (F-F),0: All Day (12am-12am),1424,16,13,22.630,0.707,83.87,1.54,10.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,5: Friday (F-F),1: Early AM (12am-6am),13,18,12,22.630,0.779,0.74,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,5: Friday (F-F),2: Peak AM (6am-10am),155,16,14,22.630,0.685,9.14,0.19,9.000,12.000,15.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,5: Friday (F-F),3: Mid-Day (10am-3pm),432,16,13,22.630,0.718,25.47,0.44,10.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,5: Friday (F-F),4: Peak PM (3pm-7pm),616,16,13,22.630,0.697,36.28,0.70,9.000,12.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,5: Friday (F-F),5: Late PM (7pm-12am),208,16,13,22.630,0.725,12.25,0.21,10.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,6: Saturday (Sa-Sa),0: All Day (12am-12am),1260,16,13,22.630,0.706,74.21,1.36,9.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,6: Saturday (Sa-Sa),1: Early AM (12am-6am),22,17,12,22.630,0.766,1.30,0.02,10.000,14.000,18.000,20.000,20.000,29.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),71,16,13,22.630,0.725,4.18,0.07,8.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),493,16,13,22.630,0.715,29.04,0.51,10.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),494,16,13,22.630,0.695,29.10,0.56,9.000,11.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),180,16,13,22.630,0.700,10.59,0.20,7.000,12.000,16.000,19.000,20.000,23.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,7: Sunday (Su-Su),0: All Day (12am-12am),915,16,13,22.630,0.710,53.88,0.97,10.000,12.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,7: Sunday (Su-Su),1: Early AM (12am-6am),32,18,12,22.630,0.805,1.90,0.02,12.000,13.000,18.000,21.000,26.000,35.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,7: Sunday (Su-Su),2: Peak AM (6am-10am),33,17,13,22.630,0.747,1.97,0.03,13.000,14.000,18.000,19.000,21.000,24.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),364,16,13,22.630,0.705,21.44,0.40,10.000,12.000,16.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),362,16,13,22.630,0.700,21.31,0.40,10.000,12.000,15.000,18.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2022-12,7: Sunday (Su-Su),5: Late PM (7pm-12am),123,16,13,22.630,0.714,7.26,0.13,10.000,12.000,16.000,19.000,20.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,0: All Days (M-Su),0: All Day (12am-12am),1306,13,16,17.332,0.779,77.64,1.27,8.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,0: All Days (M-Su),1: Early AM (12am-6am),17,15,14,17.332,0.860,0.98,0.01,9.000,11.000,14.000,18.000,19.000,22.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,0: All Days (M-Su),2: Peak AM (6am-10am),187,14,15,17.332,0.806,11.14,0.15,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,0: All Days (M-Su),3: Mid-Day (10am-3pm),386,14,16,17.332,0.784,22.96,0.36,8.000,10.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,0: All Days (M-Su),4: Peak PM (3pm-7pm),540,13,16,17.332,0.762,32.10,0.58,8.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,0: All Days (M-Su),5: Late PM (7pm-12am),176,14,16,17.332,0.781,10.46,0.17,8.000,10.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,1: Monday (M-M),0: All Day (12am-12am),1036,14,16,17.332,0.783,61.63,0.99,8.000,10.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,1: Monday (M-M),1: Early AM (12am-6am),7,14,15,17.332,0.830,0.43,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,1: Monday (M-M),2: Peak AM (6am-10am),201,14,16,17.332,0.793,11.92,0.18,9.000,11.000,14.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,1: Monday (M-M),3: Mid-Day (10am-3pm),304,14,16,17.332,0.794,18.05,0.27,8.000,11.000,14.000,15.000,17.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,1: Monday (M-M),4: Peak PM (3pm-7pm),413,13,16,17.332,0.768,24.57,0.43,8.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,1: Monday (M-M),5: Late PM (7pm-12am),112,14,16,17.332,0.788,6.66,0.10,7.000,10.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1158,14,16,17.332,0.791,68.86,1.05,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),8,17,12,17.332,0.995,0.48,0.00,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),249,14,15,17.332,0.814,14.80,0.20,9.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),380,14,16,17.332,0.784,22.60,0.36,9.000,11.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),403,14,16,17.332,0.781,23.99,0.39,9.000,10.000,14.000,15.000,17.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),118,14,16,17.332,0.783,6.99,0.11,7.000,11.000,14.000,15.000,17.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,3: Wednesday (W-W),0: All Day (12am-12am),1481,13,16,17.332,0.775,88.05,1.48,9.000,11.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,3: Wednesday (W-W),1: Early AM (12am-6am),8,18,12,17.332,1.000,0.48,0.00,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,3: Wednesday (W-W),2: Peak AM (6am-10am),292,14,16,17.332,0.790,17.36,0.27,9.000,11.000,14.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,3: Wednesday (W-W),3: Mid-Day (10am-3pm),290,14,16,17.332,0.796,17.24,0.25,8.000,10.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,3: Wednesday (W-W),4: Peak PM (3pm-7pm),709,13,16,17.332,0.758,42.14,0.78,9.000,10.000,13.000,15.000,16.000,18.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,3: Wednesday (W-W),5: Late PM (7pm-12am),182,13,16,17.332,0.772,10.83,0.18,9.000,10.000,14.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,4: Thursday (Th-Th),0: All Day (12am-12am),1427,13,16,17.332,0.778,84.88,1.39,8.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,4: Thursday (Th-Th),1: Early AM (12am-6am),8,13,17,17.332,0.728,0.48,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,4: Thursday (Th-Th),2: Peak AM (6am-10am),238,14,16,17.332,0.791,14.13,0.21,8.000,11.000,14.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),336,14,15,17.332,0.801,19.99,0.29,9.000,10.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),629,13,16,17.332,0.766,37.41,0.66,8.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,4: Thursday (Th-Th),5: Late PM (7pm-12am),216,13,16,17.332,0.765,12.87,0.23,8.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,5: Friday (F-F),0: All Day (12am-12am),1682,14,16,17.332,0.779,100.02,1.64,9.000,10.000,13.000,15.000,16.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,5: Friday (F-F),1: Early AM (12am-6am),12,15,15,17.332,0.846,0.72,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,5: Friday (F-F),2: Peak AM (6am-10am),245,14,15,17.332,0.814,14.55,0.19,9.000,11.000,14.000,16.000,18.000,21.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,5: Friday (F-F),3: Mid-Day (10am-3pm),451,14,16,17.332,0.794,26.82,0.40,8.000,11.000,14.000,15.000,17.000,20.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,5: Friday (F-F),4: Peak PM (3pm-7pm),699,13,16,17.332,0.757,41.54,0.77,9.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,5: Friday (F-F),5: Late PM (7pm-12am),276,13,16,17.332,0.775,16.40,0.27,8.000,10.000,13.000,15.000,17.000,19.000
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2023-01,6: Saturday (Sa-Sa),0: All Day (12am-12am),1491,13,16,17.332,0.764,88.69,1.58,8.000,10.000,13.000,15.000,16.000,19.000
