Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1202,34,3,40.087,0.839,32.60,0.16,20.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,3: Wednesday (W-W),5: Late PM (7pm-12am),675,33,3,40.087,0.829,18.31,0.09,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,4: Thursday (Th-Th),0: All Day (12am-12am),5082,34,3,40.087,0.837,137.83,0.67,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,4: Thursday (Th-Th),1: Early AM (12am-6am),97,35,3,40.087,0.870,2.64,0.01,23.000,26.000,42.000,48.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,4: Thursday (Th-Th),2: Peak AM (6am-10am),916,34,3,40.087,0.847,24.83,0.11,23.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1761,34,3,40.087,0.836,47.75,0.23,21.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1390,33,3,40.087,0.835,37.70,0.19,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,4: Thursday (Th-Th),5: Late PM (7pm-12am),918,33,3,40.087,0.827,24.91,0.13,20.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,5: Friday (F-F),0: All Day (12am-12am),5217,33,3,40.087,0.831,141.50,0.72,21.000,27.000,39.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,5: Friday (F-F),1: Early AM (12am-6am),91,36,3,40.087,0.887,2.47,0.01,23.000,27.000,42.000,47.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,5: Friday (F-F),2: Peak AM (6am-10am),924,33,3,40.087,0.834,25.07,0.12,22.000,27.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,5: Friday (F-F),3: Mid-Day (10am-3pm),1777,33,3,40.087,0.826,48.19,0.25,21.000,26.000,39.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,5: Friday (F-F),4: Peak PM (3pm-7pm),1450,33,3,40.087,0.834,39.34,0.20,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,5: Friday (F-F),5: Late PM (7pm-12am),975,33,3,40.087,0.826,26.43,0.14,22.000,26.000,39.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,6: Saturday (Sa-Sa),0: All Day (12am-12am),4662,33,3,40.087,0.831,126.46,0.64,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,6: Saturday (Sa-Sa),1: Early AM (12am-6am),133,36,3,40.087,0.888,3.60,0.01,23.000,27.000,43.000,47.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),602,34,3,40.087,0.845,16.32,0.07,22.000,27.000,41.000,45.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1675,33,3,40.087,0.823,45.42,0.24,20.000,26.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1341,33,3,40.087,0.833,36.39,0.18,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),912,33,3,40.087,0.827,24.73,0.13,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,7: Sunday (Su-Su),0: All Day (12am-12am),3919,34,3,40.087,0.837,106.28,0.52,21.000,27.000,40.000,44.000
