Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),120,21,34,26.250,0.817,24.00,0.21,11.000,14.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),72,21,35,26.250,0.786,14.49,0.15,11.000,15.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,7: Sunday (Su-Su),0: All Day (12am-12am),382,20,35,26.250,0.780,76.72,0.82,10.000,13.000,27.000,32.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,7: Sunday (Su-Su),1: Early AM (12am-6am),23,20,37,26.250,0.748,4.66,0.06,N/A,N/A,N/A,N/A
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,7: Sunday (Su-Su),2: Peak AM (6am-10am),20,22,33,26.250,0.834,4.10,0.03,N/A,N/A,N/A,N/A
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),123,20,36,26.250,0.764,24.63,0.29,10.000,13.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),120,21,34,26.250,0.804,24.05,0.22,10.000,13.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2021-06,7: Sunday (Su-Su),5: Late PM (7pm-12am),96,20,36,26.250,0.769,19.28,0.22,7.000,13.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,0: All Days (M-Su),0: All Day (12am-12am),912,19,57,23.933,0.796,275.23,2.95,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,0: All Days (M-Su),1: Early AM (12am-6am),51,21,53,23.933,0.861,15.40,0.10,5.000,12.000,28.000,32.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,0: All Days (M-Su),2: Peak AM (6am-10am),134,19,57,23.933,0.800,40.36,0.42,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,0: All Days (M-Su),3: Mid-Day (10am-3pm),259,19,58,23.933,0.788,78.11,0.88,4.000,11.000,26.000,30.000
