Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,1: Weekday (M-Th),1: Early AM (12am-6am),26,14,17,15.856,0.907,1.75,0.01,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,1: Weekday (M-Th),2: Peak AM (6am-10am),199,14,17,15.856,0.875,13.24,0.12,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,1: Weekday (M-Th),3: Mid-Day (10am-3pm),466,14,17,15.856,0.888,31.08,0.25,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,1: Weekday (M-Th),4: Peak PM (3pm-7pm),533,14,18,15.856,0.862,35.51,0.36,10,17,20
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,1: Weekday (M-Th),5: Late PM (7pm-12am),233,14,17,15.856,0.895,15.54,0.11,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,2: Friday (F-F),1: Early AM (12am-6am),32,15,16,15.856,0.974,2.1,0,14,21,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,2: Friday (F-F),2: Peak AM (6am-10am),242,14,18,15.856,0.859,16.1,0.17,9,18,20
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,2: Friday (F-F),3: Mid-Day (10am-3pm),536,14,17,15.856,0.871,35.74,0.34,9,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,2: Friday (F-F),4: Peak PM (3pm-7pm),723,14,18,15.856,0.853,48.2,0.52,9,17,20
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,2: Friday (F-F),5: Late PM (7pm-12am),317,14,17,15.856,0.878,21.12,0.18,10,18,20
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,3: Weekend (Sa-Su),1: Early AM (12am-6am),78,14,17,15.856,0.886,5.22,0.04,9,19,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,3: Weekend (Sa-Su),2: Peak AM (6am-10am),92,14,17,15.856,0.909,6.11,0.04,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,3: Weekend (Sa-Su),3: Mid-Day (10am-3pm),385,14,17,15.856,0.902,25.68,0.18,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,3: Weekend (Sa-Su),4: Peak PM (3pm-7pm),324,14,17,15.856,0.881,21.56,0.18,10,18,20
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 607283892 / 2,0.067,yes,54,yes,2022-06,3: Weekend (Sa-Su),5: Late PM (7pm-12am),248,14,17,15.856,0.905,16.52,0.11,10,18,21
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,1: Weekday (M-Th),1: Early AM (12am-6am),44,18,32,24.477,0.734,6.99,0.1,9,24,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,1: Weekday (M-Th),2: Peak AM (6am-10am),246,19,31,24.477,0.757,39.33,0.52,9,26,30
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,1: Weekday (M-Th),3: Mid-Day (10am-3pm),507,18,32,24.477,0.727,81.05,1.24,8,26,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,1: Weekday (M-Th),4: Peak PM (3pm-7pm),515,18,32,24.477,0.737,82.21,1.2,9,26,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,1: Weekday (M-Th),5: Late PM (7pm-12am),353,17,33,24.477,0.706,56.4,0.96,8,25,28
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,2: Friday (F-F),1: Early AM (12am-6am),59,17,33,24.477,0.706,9.45,0.16,9,25,30
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,2: Friday (F-F),2: Peak AM (6am-10am),229,18,32,24.477,0.739,36.57,0.53,9,26,30
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,2: Friday (F-F),3: Mid-Day (10am-3pm),577,18,32,24.477,0.724,92.2,1.43,8,26,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,2: Friday (F-F),4: Peak PM (3pm-7pm),556,18,31,24.477,0.746,88.88,1.23,9,26,30
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,2: Friday (F-F),5: Late PM (7pm-12am),493,17,34,24.477,0.698,78.83,1.4,8,25,29
