Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume)
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-02,7: Sunday (Su-Su),5: Late PM (7pm-12am),675,28,38,31.692,0.896,203.55,0.75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,0: All Days (M-Su),0: All Day (12am-12am),5225,29,38,30.804,0.930,1575.39,3.83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,0: All Days (M-Su),1: Early AM (12am-6am),280,30,37,30.804,0.963,84.28,0.11
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,0: All Days (M-Su),2: Peak AM (6am-10am),1044,29,37,30.804,0.949,314.71,0.55
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,0: All Days (M-Su),3: Mid-Day (10am-3pm),1394,29,38,30.804,0.928,420.35,1.06
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,0: All Days (M-Su),4: Peak PM (3pm-7pm),1588,29,38,30.804,0.927,478.79,1.22
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,0: All Days (M-Su),5: Late PM (7pm-12am),920,28,39,30.804,0.909,277.26,0.91
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,1: Monday (M-M),0: All Day (12am-12am),5105,29,38,30.804,0.933,1539.21,3.60
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,1: Monday (M-M),1: Early AM (12am-6am),317,30,36,30.804,0.985,95.60,0.05
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,1: Monday (M-M),2: Peak AM (6am-10am),1093,29,37,30.804,0.944,329.49,0.63
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,1: Monday (M-M),3: Mid-Day (10am-3pm),1339,29,38,30.804,0.927,403.57,1.03
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,1: Monday (M-M),4: Peak PM (3pm-7pm),1576,29,38,30.804,0.934,475.17,1.09
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,1: Monday (M-M),5: Late PM (7pm-12am),781,28,39,30.804,0.902,235.38,0.83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5784,29,38,30.804,0.932,1743.96,4.16
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),245,30,36,30.804,0.980,74.01,0.05
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1283,29,37,30.804,0.942,386.82,0.78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1442,28,38,30.804,0.922,434.89,1.20
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1839,29,38,30.804,0.933,554.40,1.29
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),975,28,38,30.804,0.917,293.85,0.86
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,3: Wednesday (W-W),0: All Day (12am-12am),5732,29,38,30.804,0.934,1728.28,3.99
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,3: Wednesday (W-W),1: Early AM (12am-6am),279,29,37,30.804,0.949,84.13,0.15
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,3: Wednesday (W-W),2: Peak AM (6am-10am),1327,30,37,30.804,0.959,399.97,0.56
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1405,29,38,30.804,0.929,423.47,1.06
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1779,29,38,30.804,0.928,536.39,1.36
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,3: Wednesday (W-W),5: Late PM (7pm-12am),943,28,39,30.804,0.912,284.33,0.89
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,4: Thursday (Th-Th),0: All Day (12am-12am),5390,29,38,30.804,0.938,1625.18,3.51
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,4: Thursday (Th-Th),1: Early AM (12am-6am),322,30,36,30.804,0.971,97.00,0.10
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,4: Thursday (Th-Th),2: Peak AM (6am-10am),1205,29,37,30.804,0.957,363.41,0.54
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1449,29,38,30.804,0.932,436.75,1.03
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1598,29,38,30.804,0.934,481.82,1.11
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,4: Thursday (Th-Th),5: Late PM (7pm-12am),817,28,39,30.804,0.914,246.20,0.76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,5: Friday (F-F),0: All Day (12am-12am),6642,28,38,30.804,0.922,2002.52,5.48
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,5: Friday (F-F),1: Early AM (12am-6am),345,30,36,30.804,0.969,103.99,0.11
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,5: Friday (F-F),2: Peak AM (6am-10am),1294,29,38,30.804,0.935,390.14,0.88
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,5: Friday (F-F),3: Mid-Day (10am-3pm),1633,28,38,30.804,0.924,492.25,1.31
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,5: Friday (F-F),4: Peak PM (3pm-7pm),2047,28,38,30.804,0.920,617.12,1.74
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,5: Friday (F-F),5: Late PM (7pm-12am),1323,28,39,30.804,0.898,399.02,1.47
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,6: Saturday (Sa-Sa),0: All Day (12am-12am),4156,29,38,30.804,0.927,1253.05,3.22
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,6: Saturday (Sa-Sa),1: Early AM (12am-6am),215,30,37,30.804,0.963,64.78,0.08
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),561,29,37,30.804,0.955,169.02,0.26
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1286,29,38,30.804,0.931,387.78,0.93
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1213,28,38,30.804,0.917,365.67,1.07
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),882,28,39,30.804,0.906,265.78,0.89
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,7: Sunday (Su-Su),0: All Day (12am-12am),3459,29,38,30.804,0.927,1042.75,2.67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,7: Sunday (Su-Su),1: Early AM (12am-6am),232,29,38,30.804,0.926,69.86,0.18
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,7: Sunday (Su-Su),2: Peak AM (6am-10am),374,29,37,30.804,0.958,112.62,0.16
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1178,29,38,30.804,0.930,355.24,0.86
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),952,28,38,30.804,0.923,286.92,0.77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-03,7: Sunday (Su-Su),5: Late PM (7pm-12am),723,28,39,30.804,0.910,218.11,0.70
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,0: All Days (M-Su),0: All Day (12am-12am),5156,29,38,30.809,0.932,1554.52,3.66
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,0: All Days (M-Su),1: Early AM (12am-6am),284,29,37,30.809,0.948,85.60,0.15
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,0: All Days (M-Su),2: Peak AM (6am-10am),946,29,37,30.809,0.942,285.23,0.57
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,0: All Days (M-Su),3: Mid-Day (10am-3pm),1413,29,38,30.809,0.928,426.01,1.07
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,0: All Days (M-Su),4: Peak PM (3pm-7pm),1507,29,38,30.809,0.935,454.43,1.03
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,0: All Days (M-Su),5: Late PM (7pm-12am),1006,28,38,30.809,0.922,303.26,0.83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,1: Monday (M-M),0: All Day (12am-12am),5359,29,38,30.809,0.933,1615.57,3.74
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,1: Monday (M-M),1: Early AM (12am-6am),337,29,37,30.809,0.957,101.47,0.15
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,1: Monday (M-M),2: Peak AM (6am-10am),1161,29,37,30.809,0.948,349.99,0.62
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,1: Monday (M-M),3: Mid-Day (10am-3pm),1401,28,38,30.809,0.922,422.45,1.15
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,1: Monday (M-M),4: Peak PM (3pm-7pm),1575,29,38,30.809,0.932,474.84,1.12
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,1: Monday (M-M),5: Late PM (7pm-12am),885,29,38,30.809,0.925,266.83,0.70
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5440,29,38,30.809,0.935,1639.97,3.68
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),236,30,37,30.809,0.958,71.11,0.10
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1241,29,37,30.809,0.947,374.03,0.68
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1381,29,38,30.809,0.927,416.23,1.07
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1638,29,38,30.809,0.935,493.93,1.12
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),944,29,38,30.809,0.927,284.68,0.73
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,3: Wednesday (W-W),0: All Day (12am-12am),5476,29,38,30.809,0.932,1651.01,3.89
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,3: Wednesday (W-W),1: Early AM (12am-6am),246,29,38,30.809,0.930,74.26,0.18
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,3: Wednesday (W-W),2: Peak AM (6am-10am),1090,29,37,30.809,0.942,328.50,0.66
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1424,29,38,30.809,0.930,429.34,1.05
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1727,29,37,30.809,0.942,520.59,1.04
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,3: Wednesday (W-W),5: Late PM (7pm-12am),990,28,39,30.809,0.909,298.33,0.97
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,4: Thursday (Th-Th),0: All Day (12am-12am),5756,29,38,30.809,0.936,1735.27,3.87
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,4: Thursday (Th-Th),1: Early AM (12am-6am),333,29,37,30.809,0.947,100.29,0.18
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,4: Thursday (Th-Th),2: Peak AM (6am-10am),1165,29,37,30.809,0.948,351.37,0.62
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1464,29,38,30.809,0.932,441.28,1.05
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1658,29,38,30.809,0.930,499.92,1.21
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,4: Thursday (Th-Th),5: Late PM (7pm-12am),1136,29,38,30.809,0.932,342.40,0.81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,5: Friday (F-F),0: All Day (12am-12am),6355,29,38,30.809,0.931,1915.91,4.61
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,5: Friday (F-F),1: Early AM (12am-6am),328,29,37,30.809,0.955,98.98,0.15
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,5: Friday (F-F),2: Peak AM (6am-10am),1098,29,38,30.809,0.934,330.95,0.76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,5: Friday (F-F),3: Mid-Day (10am-3pm),1585,29,38,30.809,0.928,477.91,1.21
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,5: Friday (F-F),4: Peak PM (3pm-7pm),1874,29,38,30.809,0.938,565.11,1.21
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,5: Friday (F-F),5: Late PM (7pm-12am),1469,28,38,30.809,0.917,442.96,1.30
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,6: Saturday (Sa-Sa),0: All Day (12am-12am),3993,28,38,30.809,0.923,1203.91,3.26
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,6: Saturday (Sa-Sa),1: Early AM (12am-6am),242,29,37,30.809,0.950,72.91,0.13
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),536,29,38,30.809,0.928,161.74,0.40
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1368,28,38,30.809,0.919,412.51,1.18
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1080,29,38,30.809,0.926,325.54,0.85
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),767,28,39,30.809,0.914,231.21,0.71
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,7: Sunday (Su-Su),0: All Day (12am-12am),3706,29,37,30.809,0.940,1117.29,2.32
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,7: Sunday (Su-Su),1: Early AM (12am-6am),265,29,38,30.809,0.939,79.98,0.17
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,7: Sunday (Su-Su),2: Peak AM (6am-10am),396,29,37,30.809,0.943,119.47,0.24
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1236,29,37,30.809,0.943,372.72,0.74
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),1014,29,38,30.809,0.938,305.64,0.65
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-04,7: Sunday (Su-Su),5: Late PM (7pm-12am),794,29,38,30.809,0.936,239.49,0.53
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,0: All Days (M-Su),0: All Day (12am-12am),5393,29,38,30.792,0.935,1625.85,3.67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,0: All Days (M-Su),1: Early AM (12am-6am),316,30,37,30.792,0.963,95.20,0.12
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,0: All Days (M-Su),2: Peak AM (6am-10am),1070,29,37,30.792,0.940,322.58,0.67
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,0: All Days (M-Su),3: Mid-Day (10am-3pm),1442,29,38,30.792,0.935,434.85,0.98
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,0: All Days (M-Su),4: Peak PM (3pm-7pm),1556,29,38,30.792,0.935,469.08,1.07
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,0: All Days (M-Su),5: Late PM (7pm-12am),1009,28,38,30.792,0.921,304.14,0.85
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,1: Monday (M-M),0: All Day (12am-12am),5316,29,37,30.792,0.942,1602.85,3.19
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,1: Monday (M-M),1: Early AM (12am-6am),353,30,36,30.792,0.983,106.45,0.06
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,1: Monday (M-M),2: Peak AM (6am-10am),1113,29,38,30.792,0.938,335.58,0.72
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,1: Monday (M-M),3: Mid-Day (10am-3pm),1376,29,37,30.792,0.943,414.79,0.81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,1: Monday (M-M),4: Peak PM (3pm-7pm),1565,29,37,30.792,0.941,471.87,0.95
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,1: Monday (M-M),5: Late PM (7pm-12am),909,29,38,30.792,0.932,274.16,0.65
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5485,29,38,30.792,0.937,1653.67,3.62
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,N/A,South Hoover Street / 17167706,0.301,yes,180,yes,2022-05,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),286,30,36,30.792,0.975,86.21,0.07
