Data Periods,Mode of Travel,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Spot Traffic (StL Volume),Avg Spot Speed (mph),Free Flow Speed (mph),Free Flow Factor,5th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,0: All Days (M-Su),0: All Day (12am-12am),4928,19,23.193,0.826,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,0: All Days (M-Su),1: Early AM (12am-6am),364,21,23.193,0.897,12.000,26.000,32.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,0: All Days (M-Su),2: Peak AM (6am-10am),849,20,23.193,0.850,12.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,0: All Days (M-Su),3: Mid-Day (10am-3pm),1323,19,23.193,0.826,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,0: All Days (M-Su),4: Peak PM (3pm-7pm),1365,18,23.193,0.795,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,0: All Days (M-Su),5: Late PM (7pm-12am),1026,19,23.193,0.821,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,1: Monday (M-M),0: All Day (12am-12am),5123,19,23.193,0.823,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,1: Monday (M-M),1: Early AM (12am-6am),398,22,23.193,0.930,12.000,28.000,36.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,1: Monday (M-M),2: Peak AM (6am-10am),1013,20,23.193,0.842,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,1: Monday (M-M),3: Mid-Day (10am-3pm),1344,19,23.193,0.819,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,1: Monday (M-M),4: Peak PM (3pm-7pm),1395,18,23.193,0.781,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,1: Monday (M-M),5: Late PM (7pm-12am),974,19,23.193,0.824,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5192,19,23.193,0.817,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),344,21,23.193,0.906,12.000,26.000,34.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1046,19,23.193,0.841,11.000,25.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1277,19,23.193,0.817,10.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1505,18,23.193,0.788,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),1020,19,23.193,0.804,11.000,23.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,3: Wednesday (W-W),0: All Day (12am-12am),4980,19,23.193,0.828,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,3: Wednesday (W-W),1: Early AM (12am-6am),337,20,23.193,0.876,12.000,25.000,30.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,3: Wednesday (W-W),2: Peak AM (6am-10am),915,20,23.193,0.852,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1300,19,23.193,0.821,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1401,19,23.193,0.800,11.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,3: Wednesday (W-W),5: Late PM (7pm-12am),1027,19,23.193,0.838,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,4: Thursday (Th-Th),0: All Day (12am-12am),5336,19,23.193,0.814,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,4: Thursday (Th-Th),1: Early AM (12am-6am),346,21,23.193,0.922,12.000,26.000,33.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,4: Thursday (Th-Th),2: Peak AM (6am-10am),1008,19,23.193,0.832,12.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1322,19,23.193,0.831,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1560,18,23.193,0.768,9.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,4: Thursday (Th-Th),5: Late PM (7pm-12am),1100,19,23.193,0.809,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,5: Friday (F-F),0: All Day (12am-12am),5674,19,23.193,0.818,10.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,5: Friday (F-F),1: Early AM (12am-6am),363,21,23.193,0.906,11.000,26.000,31.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,5: Friday (F-F),2: Peak AM (6am-10am),1023,20,23.193,0.856,12.000,24.000,30.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,5: Friday (F-F),3: Mid-Day (10am-3pm),1353,19,23.193,0.820,10.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,5: Friday (F-F),4: Peak PM (3pm-7pm),1632,18,23.193,0.770,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,5: Friday (F-F),5: Late PM (7pm-12am),1303,19,23.193,0.820,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,6: Saturday (Sa-Sa),0: All Day (12am-12am),4752,19,23.193,0.836,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,6: Saturday (Sa-Sa),1: Early AM (12am-6am),397,21,23.193,0.910,12.000,27.000,33.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),597,20,23.193,0.873,12.000,25.000,30.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1400,19,23.193,0.824,11.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1277,19,23.193,0.829,11.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),1081,19,23.193,0.810,11.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,7: Sunday (Su-Su),0: All Day (12am-12am),3770,20,23.193,0.842,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,7: Sunday (Su-Su),1: Early AM (12am-6am),356,19,23.193,0.838,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,7: Sunday (Su-Su),2: Peak AM (6am-10am),492,20,23.193,0.864,12.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1264,20,23.193,0.842,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),920,19,23.193,0.829,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-06,7: Sunday (Su-Su),5: Late PM (7pm-12am),737,20,23.193,0.847,11.000,25.000,31.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,0: All Days (M-Su),0: All Day (12am-12am),4769,19,23.362,0.822,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,0: All Days (M-Su),1: Early AM (12am-6am),376,21,23.362,0.894,12.000,26.000,33.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,0: All Days (M-Su),2: Peak AM (6am-10am),779,20,23.362,0.858,12.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,0: All Days (M-Su),3: Mid-Day (10am-3pm),1296,19,23.362,0.823,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,0: All Days (M-Su),4: Peak PM (3pm-7pm),1289,18,23.362,0.791,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,0: All Days (M-Su),5: Late PM (7pm-12am),1028,19,23.362,0.807,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,1: Monday (M-M),0: All Day (12am-12am),4759,19,23.362,0.824,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,1: Monday (M-M),1: Early AM (12am-6am),464,22,23.362,0.929,12.000,28.000,34.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,1: Monday (M-M),2: Peak AM (6am-10am),811,20,23.362,0.857,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,1: Monday (M-M),3: Mid-Day (10am-3pm),1243,19,23.362,0.821,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,1: Monday (M-M),4: Peak PM (3pm-7pm),1307,18,23.362,0.776,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,1: Monday (M-M),5: Late PM (7pm-12am),934,19,23.362,0.812,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,2: Tuesday (Tu-Tu),0: All Day (12am-12am),4912,19,23.362,0.813,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),359,21,23.362,0.907,11.000,26.000,35.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),898,20,23.362,0.842,12.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1247,19,23.362,0.816,11.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1417,18,23.362,0.771,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),991,19,23.362,0.808,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,3: Wednesday (W-W),0: All Day (12am-12am),4546,19,23.362,0.821,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,3: Wednesday (W-W),1: Early AM (12am-6am),343,21,23.362,0.892,12.000,26.000,32.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,3: Wednesday (W-W),2: Peak AM (6am-10am),945,20,23.362,0.855,12.000,24.000,30.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1233,19,23.362,0.828,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1201,18,23.362,0.786,10.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,3: Wednesday (W-W),5: Late PM (7pm-12am),824,18,23.362,0.790,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,4: Thursday (Th-Th),0: All Day (12am-12am),5130,19,23.362,0.823,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,4: Thursday (Th-Th),1: Early AM (12am-6am),349,21,23.362,0.881,11.000,25.000,31.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,4: Thursday (Th-Th),2: Peak AM (6am-10am),859,20,23.362,0.852,11.000,25.000,30.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),1389,19,23.362,0.822,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1345,18,23.362,0.787,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,4: Thursday (Th-Th),5: Late PM (7pm-12am),1187,19,23.362,0.825,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,5: Friday (F-F),0: All Day (12am-12am),5155,19,23.362,0.824,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,5: Friday (F-F),1: Early AM (12am-6am),378,21,23.362,0.912,11.000,26.000,36.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,5: Friday (F-F),2: Peak AM (6am-10am),829,21,23.362,0.881,12.000,25.000,33.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,5: Friday (F-F),3: Mid-Day (10am-3pm),1287,19,23.362,0.823,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,5: Friday (F-F),4: Peak PM (3pm-7pm),1457,18,23.362,0.784,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,5: Friday (F-F),5: Late PM (7pm-12am),1204,19,23.362,0.805,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,6: Saturday (Sa-Sa),0: All Day (12am-12am),4876,19,23.362,0.819,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,6: Saturday (Sa-Sa),1: Early AM (12am-6am),368,20,23.362,0.867,12.000,25.000,32.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),558,20,23.362,0.858,13.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1441,19,23.362,0.817,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),1289,19,23.362,0.817,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),1220,19,23.362,0.793,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,7: Sunday (Su-Su),0: All Day (12am-12am),4026,20,23.362,0.836,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,7: Sunday (Su-Su),1: Early AM (12am-6am),362,20,23.362,0.850,11.000,26.000,34.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,7: Sunday (Su-Su),2: Peak AM (6am-10am),476,20,23.362,0.871,12.000,25.000,30.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1270,19,23.362,0.834,11.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),996,19,23.362,0.829,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-07,7: Sunday (Su-Su),5: Late PM (7pm-12am),921,19,23.362,0.821,11.000,24.000,29.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,0: All Days (M-Su),0: All Day (12am-12am),5484,19,22.978,0.826,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,0: All Days (M-Su),1: Early AM (12am-6am),400,21,22.978,0.910,12.000,26.000,33.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,0: All Days (M-Su),2: Peak AM (6am-10am),1057,19,22.978,0.837,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,0: All Days (M-Su),3: Mid-Day (10am-3pm),1390,19,22.978,0.825,11.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,0: All Days (M-Su),4: Peak PM (3pm-7pm),1528,18,22.978,0.798,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,0: All Days (M-Su),5: Late PM (7pm-12am),1108,19,22.978,0.824,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,1: Monday (M-M),0: All Day (12am-12am),5747,19,22.978,0.834,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,1: Monday (M-M),1: Early AM (12am-6am),523,22,22.978,0.975,12.000,28.000,39.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,1: Monday (M-M),2: Peak AM (6am-10am),1239,19,22.978,0.838,11.000,24.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,1: Monday (M-M),3: Mid-Day (10am-3pm),1326,19,22.978,0.839,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,1: Monday (M-M),4: Peak PM (3pm-7pm),1598,18,22.978,0.792,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,1: Monday (M-M),5: Late PM (7pm-12am),1062,19,22.978,0.818,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,2: Tuesday (Tu-Tu),0: All Day (12am-12am),5690,19,22.978,0.818,11.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),325,21,22.978,0.928,12.000,26.000,33.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),1329,19,22.978,0.820,10.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1348,19,22.978,0.814,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1574,18,22.978,0.789,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),1113,19,22.978,0.831,11.000,24.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,3: Wednesday (W-W),0: All Day (12am-12am),5722,19,22.978,0.809,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,3: Wednesday (W-W),1: Early AM (12am-6am),405,21,22.978,0.911,12.000,26.000,32.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,3: Wednesday (W-W),2: Peak AM (6am-10am),1308,19,22.978,0.807,10.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1303,19,22.978,0.814,11.000,23.000,27.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1676,18,22.978,0.780,10.000,23.000,26.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,3: Wednesday (W-W),5: Late PM (7pm-12am),1030,19,22.978,0.812,11.000,23.000,28.000
"Jan 01, 2024 - Dec 31, 2024",All Vehicles - StL All Vehicles Volume,,South Hoover Street,yes,180,yes,2024-08,4: Thursday (Th-Th),0: All Day (12am-12am),5821,19,22.978,0.817,11.000,24.000,28.000
