Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,3: Wednesday (W-W),4: Peak PM (3pm-7pm),653,16,8,23.768,0.654,22.13,0.49,4.000,8.000,22.000,26.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,3: Wednesday (W-W),5: Late PM (7pm-12am),387,17,7,23.768,0.731,13.13,0.20,5.000,10.000,22.000,23.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,4: Thursday (Th-Th),0: All Day (12am-12am),2559,17,7,23.768,0.696,86.71,1.60,4.000,9.000,22.000,25.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,4: Thursday (Th-Th),1: Early AM (12am-6am),97,17,7,23.768,0.716,3.28,0.05,N/A,N/A,N/A,N/A
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,4: Thursday (Th-Th),2: Peak AM (6am-10am),506,18,7,23.768,0.740,17.15,0.25,3.000,7.000,23.000,30.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),723,16,7,23.768,0.689,24.50,0.47,4.000,8.000,21.000,25.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),833,15,8,23.768,0.629,28.24,0.70,4.000,8.000,21.000,23.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,4: Thursday (Th-Th),5: Late PM (7pm-12am),400,19,7,23.768,0.788,13.54,0.15,7.000,14.000,23.000,27.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,5: Friday (F-F),0: All Day (12am-12am),3259,17,7,23.768,0.701,110.46,1.98,5.000,9.000,22.000,28.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,5: Friday (F-F),1: Early AM (12am-6am),213,21,6,23.768,0.873,7.21,0.04,9.000,12.000,24.000,43.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,5: Friday (F-F),2: Peak AM (6am-10am),625,18,7,23.768,0.776,21.19,0.26,4.000,10.000,25.000,41.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,5: Friday (F-F),3: Mid-Day (10am-3pm),791,17,7,23.768,0.736,26.80,0.41,6.000,11.000,22.000,26.000
