Data Periods,Mode of Travel,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Spot Traffic (StL Volume),Avg Spot Speed (mph),Free Flow Speed (mph),Free Flow Factor,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,1: Monday (M-M),0: All Day (12am-12am),1767,15,18.739,0.810,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,1: Monday (M-M),1: Early AM (12am-6am),51,15,18.739,0.779,7.000,23.000,31.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,1: Monday (M-M),2: Peak AM (6am-10am),130,17,18.739,0.882,10.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,1: Monday (M-M),3: Mid-Day (10am-3pm),641,15,18.739,0.812,10.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,1: Monday (M-M),4: Peak PM (3pm-7pm),612,15,18.739,0.800,10.000,20.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,1: Monday (M-M),5: Late PM (7pm-12am),332,15,18.739,0.800,9.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1879,15,18.739,0.810,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),39,14,18.739,0.761,9.000,17.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),162,17,18.739,0.897,11.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),629,15,18.739,0.802,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),682,15,18.739,0.798,10.000,20.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),367,15,18.739,0.811,9.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,3: Wednesday (W-W),0: All Day (12am-12am),1902,15,18.739,0.798,10.000,20.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,3: Wednesday (W-W),1: Early AM (12am-6am),39,18,18.739,0.936,12.000,22.000,27.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,3: Wednesday (W-W),2: Peak AM (6am-10am),148,18,18.739,0.939,14.000,22.000,25.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,3: Wednesday (W-W),3: Mid-Day (10am-3pm),669,15,18.739,0.783,10.000,19.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,3: Wednesday (W-W),4: Peak PM (3pm-7pm),699,14,18.739,0.762,9.000,19.000,21.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,3: Wednesday (W-W),5: Late PM (7pm-12am),347,15,18.739,0.822,9.000,20.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,4: Thursday (Th-Th),0: All Day (12am-12am),2106,15,18.739,0.809,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,4: Thursday (Th-Th),1: Early AM (12am-6am),38,15,18.739,0.812,5.000,21.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,4: Thursday (Th-Th),2: Peak AM (6am-10am),167,17,18.739,0.910,12.000,22.000,26.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),798,15,18.739,0.791,10.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),715,15,18.739,0.801,10.000,19.000,22.000
