Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,3: Wednesday (W-W),2: Peak AM (6am-10am),46,18,40,20.888,0.869,9.16,0.07,10.000,13.000,26.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,3: Wednesday (W-W),3: Mid-Day (10am-3pm),109,18,41,20.888,0.844,21.87,0.19,6.000,11.000,23.000,26.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,3: Wednesday (W-W),4: Peak PM (3pm-7pm),120,18,41,20.888,0.848,24.04,0.21,9.000,12.000,23.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,3: Wednesday (W-W),5: Late PM (7pm-12am),96,17,42,20.888,0.824,19.24,0.20,8.000,11.000,23.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,4: Thursday (Th-Th),0: All Day (12am-12am),346,18,41,20.888,0.844,69.41,0.61,8.000,12.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,4: Thursday (Th-Th),1: Early AM (12am-6am),15,17,42,20.888,0.831,3.11,0.03,N/A,N/A,N/A,N/A
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,4: Thursday (Th-Th),2: Peak AM (6am-10am),44,18,40,20.888,0.862,8.76,0.07,6.000,11.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),86,17,42,20.888,0.824,17.18,0.18,7.000,11.000,23.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),121,18,40,20.888,0.874,24.28,0.17,10.000,13.000,24.000,30.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,4: Thursday (Th-Th),5: Late PM (7pm-12am),80,17,43,20.888,0.812,16.07,0.18,8.000,11.000,22.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,5: Friday (F-F),0: All Day (12am-12am),338,18,40,20.888,0.862,67.86,0.52,8.000,12.000,24.000,28.000
